district,Location,full_Location,lon,lat,candidate,votes,party,Rank
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,GPO,153,GPO,4.0
074 Oakville,BROOKDALE PUBLIC SCHOOL,BROOKDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70366861460869,43.42462205,NDP,47,NDP,3.0
074 Oakville,CENTRAL WEST SPECIALIZED DEV. SERVICES,CENTRAL WEST SPECIALIZED DEV. SERVICES; Oakville; Ontario; Canada,-79.67795,43.442657,NDP,85,NDP,3.0
074 Oakville,DELMANOR GLEN ABBEY,DELMANOR GLEN ABBEY; Oakville; Ontario; Canada,-79.729894,43.43456,NDP,6,NDP,3.0
074 Oakville,EASTVIEW PUBLIC SCHOOL,EASTVIEW PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70952465379693,43.401299550000005,NDP,30,NDP,4.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2470,EMPORIUM AT JOSHUA CREEK - 2470; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,3,NDP,3.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2480,EMPORIUM AT JOSHUA CREEK - 2480; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,20,NDP,3.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2170,ENNISCLARE ON THE LAKE CONDOS - 2170; Oakville; Ontario; Canada,-79.772399,43.435567,NDP,4,NDP,5.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2180,ENNISCLARE ON THE LAKE CONDOS - 2180; Oakville; Ontario; Canada,-79.772399,43.435567,NDP,2,NDP,5.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2185,ENNISCLARE ON THE LAKE CONDOS - 2185; Oakville; Ontario; Canada,-79.772399,43.435567,NDP,9,NDP,5.0
074 Oakville,FALGARWOOD PUBLIC SCHOOL,FALGARWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6835436347589,43.47932335,NDP,63,NDP,3.0
074 Oakville,GLADYS SPEERS PUBLIC  SCHOOL,GLADYS SPEERS PUBLIC  SCHOOL; Oakville; Ontario; Canada,-79.71501894489623,43.4098266,NDP,46,NDP,3.0
074 Oakville,GLEN ABBEY COMMUNITY CENTRE,GLEN ABBEY COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,60,NDP,3.0
074 Oakville,GLEN ABBEY UNITED CHURCH,GLEN ABBEY UNITED CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,45,NDP,3.0
074 Oakville,GLEN OAKS CO-OP,GLEN OAKS CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,8,NDP,3.0
074 Oakville,GRACE LUTHERAN CHURCH,GRACE LUTHERAN CHURCH; Oakville; Ontario; Canada,-79.67597151791895,43.45442245,NDP,4,NDP,5.0
074 Oakville,HERITAGE GLEN PUBLIC SCHOOL,HERITAGE GLEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.74220870556996,43.4315635,NDP,84,NDP,3.0
074 Oakville,HOLY FAMILY C.E.S.,HOLY FAMILY C.E.S.; Oakville; Ontario; Canada,-79.687715,43.481911,NDP,57,NDP,3.0
074 Oakville,IROQUOIS RIDGE COMMUNITY CENTRE,IROQUOIS RIDGE COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.70120718704354,43.48810695,NDP,55,NDP,3.0
074 Oakville,IROQUOIS RIDGE HIGH SCHOOL,IROQUOIS RIDGE HIGH SCHOOL; Oakville; Ontario; Canada,-79.69884236736546,43.4893703,NDP,44,NDP,3.0
074 Oakville,JAMES W. HILL P.S.,JAMES W. HILL P.S.; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,77,NDP,4.0
074 Oakville,JEAN AND HOWARD CAINE APARTMENTS,JEAN AND HOWARD CAINE APARTMENTS; Oakville; Ontario; Canada,-79.66618102870184,43.44678095,NDP,6,NDP,4.0
074 Oakville,JOHN R. RHODES RESIDENCE,JOHN R. RHODES RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,15,NDP,3.0
074 Oakville,JOSHUA CREEK PUBLIC SCHOOL,JOSHUA CREEK PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.69758034210341,43.49926335,NDP,59,NDP,3.0
074 Oakville,JOSHUA'S CREEK ARENA,JOSHUA'S CREEK ARENA; Oakville; Ontario; Canada,-79.681013,43.495225,NDP,57,NDP,3.0
074 Oakville,MAPLE GROVE P.S.,MAPLE GROVE P.S.; Oakville; Ontario; Canada,-79.651298,43.473282,NDP,22,NDP,5.0
074 Oakville,MUNN'S PUBLIC SCHOOL,MUNN'S PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.7091849054978,43.46604715,NDP,51,NDP,3.0
074 Oakville,NEW CENTRAL PUBLIC SCHOOL,NEW CENTRAL PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.66154811735981,43.45393225,NDP,19,NDP,5.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINIUM - 60,OAKRIDGE HEIGHTS CONDOMINIUM - 60; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,5,NDP,4.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 40,OAKRIDGE HEIGHTS CONDOMINUIM - 40; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,5,NDP,3.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 50,OAKRIDGE HEIGHTS CONDOMINUIM - 50; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,9,NDP,3.0
074 Oakville,OAKVILLE SENIOR CITIZENS RESIDENCE,OAKVILLE SENIOR CITIZENS RESIDENCE; Oakville; Ontario; Canada,-79.682093,43.455214,NDP,16,NDP,3.0
074 Oakville,OAKVILLE TOWN HALL,OAKVILLE TOWN HALL; Oakville; Ontario; Canada,-79.68764906171216,43.46734365,NDP,414,NDP,3.0
074 Oakville,OAKVILLE TRAFALGAR COMMUNITY CENTRE,OAKVILLE TRAFALGAR COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.67374926570358,43.45346475,NDP,165,NDP,4.0
074 Oakville,OAKVILLE TRAFALGAR HIGH SCHOOL,OAKVILLE TRAFALGAR HIGH SCHOOL; Oakville; Ontario; Canada,-79.6535531581614,43.4720987,NDP,25,NDP,5.0
074 Oakville,OAKWOOD PUBLIC SCHOOL,OAKWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68357399951097,43.44741325,NDP,87,NDP,3.0
074 Oakville,PILGRIM WOOD PUBLIC SCHOOL,PILGRIM WOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.72847925335698,43.434772800000005,NDP,68,NDP,3.0
074 Oakville,QUEEN'S AVENUE RETIREMENT RESIDENCE,QUEEN'S AVENUE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,5,NDP,3.0
074 Oakville,RAIN & SENSES - 55 & 65 SPEERS,RAIN & SENSES - 55 & 65 SPEERS; Oakville; Ontario; Canada,-79.6867138,43.4473568,NDP,21,NDP,3.0
074 Oakville,REVERA CHURCHILL PLACE,REVERA CHURCHILL PLACE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,0,NDP,1.0
074 Oakville,ROEDEAN CO-OPERATIVE HOMES,ROEDEAN CO-OPERATIVE HOMES; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,9,NDP,3.0
074 Oakville,ROYAL CANADIAN LEGION BRANCH 486,ROYAL CANADIAN LEGION BRANCH 486; Oakville; Ontario; Canada,-79.709398,43.467264,NDP,68,NDP,3.0
074 Oakville,SHERIDAN PUBLIC SCHOOL,SHERIDAN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68993425311018,43.48170055,NDP,49,NDP,3.0
074 Oakville,SIR JOHN COLBORNE REC. CENTRE FOR SNR.,SIR JOHN COLBORNE REC. CENTRE FOR SNR.; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,62,NDP,3.0
074 Oakville,SIR RICHARD TOWERS,SIR RICHARD TOWERS; Oakville; Ontario; Canada,-79.696777,43.405214,NDP,5,NDP,5.0
074 Oakville,SOVEREIGN I,SOVEREIGN I; Oakville; Ontario; Canada,-79.708004,43.400241,NDP,4,NDP,4.0
074 Oakville,SOVEREIGN II,SOVEREIGN II; Oakville; Ontario; Canada,-79.708004,43.400241,NDP,7,NDP,3.0
074 Oakville,ST. BERNADETTE C.E.S.,ST. BERNADETTE C.E.S.; Oakville; Ontario; Canada,-79.737916,43.429593,NDP,57,NDP,3.0
074 Oakville,ST. CUTHBERT'S ANGLICAN CHURCH,ST. CUTHBERT'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.6494862,43.4727825,NDP,34,NDP,3.0
074 Oakville,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.71949684972499,43.400545300000005,NDP,85,NDP,3.0
074 Oakville,ST. DOMINIC PARISH,ST. DOMINIC PARISH; Oakville; Ontario; Canada,-79.718803,43.399677,NDP,67,NDP,4.0
074 Oakville,ST. JUDE'S ANGLICAN CHURCH,ST. JUDE'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,15,NDP,5.0
074 Oakville,ST. MARGUERITE D'YOUVILLE SCHOOL,ST. MARGUERITE D'YOUVILLE SCHOOL; Oakville; Ontario; Canada,-79.678184,43.434807,NDP,27,NDP,3.0
074 Oakville,ST. MATTHEW C.E.S.,ST. MATTHEW C.E.S.; Oakville; Ontario; Canada,-79.716585,43.440019,NDP,50,NDP,3.0
074 Oakville,ST. NICHOLAS C.E.S.,ST. NICHOLAS C.E.S.; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,36,NDP,3.0
074 Oakville,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.65615704326345,43.465538,NDP,33,NDP,3.0
074 Oakville,SUNNINGDALE PUBLIC SCHOOL,SUNNINGDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.71220403770484,43.45867605,NDP,109,NDP,3.0
074 Oakville,SUNRISE SENIOR LIVING OAKVILLE,SUNRISE SENIOR LIVING OAKVILLE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,0,NDP,1.0
074 Oakville,T.A. BLAKELOCK HIGH SCHOOL,T.A. BLAKELOCK HIGH SCHOOL; Oakville; Ontario; Canada,-79.693725,43.419397,NDP,32,NDP,3.0
074 Oakville,THE KENSINGTON RETIREMENT RESIDENCE,THE KENSINGTON RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,2,NDP,3.0
074 Oakville,THE LIGHTHOUSE CONDOS,THE LIGHTHOUSE CONDOS; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,9,NDP,5.0
074 Oakville,THE OAKS HALTON C.C #61,THE OAKS HALTON C.C #61; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,13,NDP,4.0
074 Oakville,THE SHORES CONDOS HSCC 612,THE SHORES CONDOS HSCC 612; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,5,NDP,5.0
074 Oakville,TRAFALGAR LODGE RETIREMENT RESIDENCE,TRAFALGAR LODGE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,3,NDP,3.0
074 Oakville,VISTAMERE RETIREMENT RESIDENCE,VISTAMERE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,0,NDP,1.0
074 Oakville,W.H. MORDEN PUBLIC SCHOOL,W.H. MORDEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6865214570808,43.4338352,NDP,39,NDP,4.0
074 Oakville,WALTON MEMORIAL UNITED CHURCH,WALTON MEMORIAL UNITED CHURCH; Oakville; Ontario; Canada,-79.71326662050407,43.39344765,NDP,53,NDP,5.0
074 Oakville,WHITE OAKS SECONDARY SCHOOL,WHITE OAKS SECONDARY SCHOOL; Oakville; Ontario; Canada,-79.70220537159366,43.461924100000005,NDP,92,NDP,3.0
074 Oakville,WYNDHAM MANOR,WYNDHAM MANOR; Oakville; Ontario; Canada,-79.67170019236333,43.4526489,NDP,1,NDP,5.0
074 Oakville,Ã.Ã.C. SAINTE-MARIE,Ã.Ã.C. SAINTE-MARIE; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,59,NDP,3.0
074 Oakville,ÃCOLE PINE GROVE PUBLIC SCHOOL,ÃCOLE PINE GROVE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,NDP,36,NDP,4.0
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,Other parties,127,Other parties,5.0
074 Oakville,ABBEY LANE ELEMENTARY SCHOOL,ABBEY LANE ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,40,Other parties,5.0
074 Oakville,AMICA BRONTE HARBOUR,AMICA BRONTE HARBOUR; Oakville; Ontario; Canada,-79.703214,43.395417,Other parties,6,Other parties,4.0
074 Oakville,BIRCH GLEN CO-OP,BIRCH GLEN CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,7,Other parties,5.0
074 Oakville,BRONTE HARBOUR CLUB,BRONTE HARBOUR CLUB; Oakville; Ontario; Canada,-79.71416021502537,43.39340145,Other parties,10,Other parties,5.0
074 Oakville,BROOKDALE PUBLIC SCHOOL,BROOKDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70366861460869,43.42462205,Other parties,29,Other parties,5.0
074 Oakville,CENTRAL WEST SPECIALIZED DEV. SERVICES,CENTRAL WEST SPECIALIZED DEV. SERVICES; Oakville; Ontario; Canada,-79.67795,43.442657,Other parties,48,Other parties,5.0
074 Oakville,DELMANOR GLEN ABBEY,DELMANOR GLEN ABBEY; Oakville; Ontario; Canada,-79.729894,43.43456,Other parties,5,Other parties,4.0
074 Oakville,EASTVIEW PUBLIC SCHOOL,EASTVIEW PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70952465379693,43.401299550000005,Other parties,29,Other parties,5.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2470,EMPORIUM AT JOSHUA CREEK - 2470; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,1,Other parties,4.0
074 Oakville,EMPORIUM AT JOSHUA CREEK - 2480,EMPORIUM AT JOSHUA CREEK - 2480; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,10,Other parties,4.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2170,ENNISCLARE ON THE LAKE CONDOS - 2170; Oakville; Ontario; Canada,-79.772399,43.435567,Other parties,11,Other parties,3.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2180,ENNISCLARE ON THE LAKE CONDOS - 2180; Oakville; Ontario; Canada,-79.772399,43.435567,Other parties,11,Other parties,3.0
074 Oakville,ENNISCLARE ON THE LAKE CONDOS - 2185,ENNISCLARE ON THE LAKE CONDOS - 2185; Oakville; Ontario; Canada,-79.772399,43.435567,Other parties,14,Other parties,3.0
074 Oakville,FALGARWOOD PUBLIC SCHOOL,FALGARWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6835436347589,43.47932335,Other parties,49,Other parties,4.0
074 Oakville,GLADYS SPEERS PUBLIC  SCHOOL,GLADYS SPEERS PUBLIC  SCHOOL; Oakville; Ontario; Canada,-79.71501894489623,43.4098266,Other parties,32,Other parties,5.0
074 Oakville,GLEN ABBEY COMMUNITY CENTRE,GLEN ABBEY COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,38,Other parties,5.0
074 Oakville,GLEN ABBEY UNITED CHURCH,GLEN ABBEY UNITED CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,24,Other parties,5.0
074 Oakville,GLEN OAKS CO-OP,GLEN OAKS CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,5,Other parties,4.0
074 Oakville,GRACE LUTHERAN CHURCH,GRACE LUTHERAN CHURCH; Oakville; Ontario; Canada,-79.67597151791895,43.45442245,Other parties,6,Other parties,4.0
074 Oakville,HERITAGE GLEN PUBLIC SCHOOL,HERITAGE GLEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.74220870556996,43.4315635,Other parties,59,Other parties,4.0
074 Oakville,HOLY FAMILY C.E.S.,HOLY FAMILY C.E.S.; Oakville; Ontario; Canada,-79.687715,43.481911,Other parties,41,Other parties,5.0
074 Oakville,IROQUOIS RIDGE COMMUNITY CENTRE,IROQUOIS RIDGE COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.70120718704354,43.48810695,Other parties,29,Other parties,5.0
074 Oakville,IROQUOIS RIDGE HIGH SCHOOL,IROQUOIS RIDGE HIGH SCHOOL; Oakville; Ontario; Canada,-79.69884236736546,43.4893703,Other parties,15,Other parties,5.0
074 Oakville,JAMES W. HILL P.S.,JAMES W. HILL P.S.; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,82,Other parties,3.0
074 Oakville,JEAN AND HOWARD CAINE APARTMENTS,JEAN AND HOWARD CAINE APARTMENTS; Oakville; Ontario; Canada,-79.66618102870184,43.44678095,Other parties,7,Other parties,3.0
074 Oakville,JOHN R. RHODES RESIDENCE,JOHN R. RHODES RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,15,Other parties,3.0
074 Oakville,JOSHUA CREEK PUBLIC SCHOOL,JOSHUA CREEK PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.69758034210341,43.49926335,Other parties,33,Other parties,4.0
074 Oakville,JOSHUA'S CREEK ARENA,JOSHUA'S CREEK ARENA; Oakville; Ontario; Canada,-79.681013,43.495225,Other parties,37,Other parties,4.0
074 Oakville,MAPLE GROVE P.S.,MAPLE GROVE P.S.; Oakville; Ontario; Canada,-79.651298,43.473282,Other parties,28,Other parties,4.0
074 Oakville,MUNN'S PUBLIC SCHOOL,MUNN'S PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.7091849054978,43.46604715,Other parties,44,Other parties,4.0
074 Oakville,NEW CENTRAL PUBLIC SCHOOL,NEW CENTRAL PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.66154811735981,43.45393225,Other parties,28,Other parties,4.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINIUM - 60,OAKRIDGE HEIGHTS CONDOMINIUM - 60; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,7,Other parties,3.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 40,OAKRIDGE HEIGHTS CONDOMINUIM - 40; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,3,Other parties,4.0
074 Oakville,OAKRIDGE HEIGHTS CONDOMINUIM - 50,OAKRIDGE HEIGHTS CONDOMINUIM - 50; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,0,Other parties,5.0
074 Oakville,OAKVILLE SENIOR CITIZENS RESIDENCE,OAKVILLE SENIOR CITIZENS RESIDENCE; Oakville; Ontario; Canada,-79.682093,43.455214,Other parties,14,Other parties,4.0
074 Oakville,OAKVILLE TOWN HALL,OAKVILLE TOWN HALL; Oakville; Ontario; Canada,-79.68764906171216,43.46734365,Other parties,196,Other parties,5.0
074 Oakville,OAKVILLE TRAFALGAR COMMUNITY CENTRE,OAKVILLE TRAFALGAR COMMUNITY CENTRE; Oakville; Ontario; Canada,-79.67374926570358,43.45346475,Other parties,136,Other parties,5.0
074 Oakville,OAKVILLE TRAFALGAR HIGH SCHOOL,OAKVILLE TRAFALGAR HIGH SCHOOL; Oakville; Ontario; Canada,-79.6535531581614,43.4720987,Other parties,33,Other parties,4.0
074 Oakville,OAKWOOD PUBLIC SCHOOL,OAKWOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68357399951097,43.44741325,Other parties,51,Other parties,4.0
074 Oakville,PILGRIM WOOD PUBLIC SCHOOL,PILGRIM WOOD PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.72847925335698,43.434772800000005,Other parties,44,Other parties,5.0
074 Oakville,QUEEN'S AVENUE RETIREMENT RESIDENCE,QUEEN'S AVENUE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,5,Other parties,3.0
074 Oakville,RAIN & SENSES - 55 & 65 SPEERS,RAIN & SENSES - 55 & 65 SPEERS; Oakville; Ontario; Canada,-79.6867138,43.4473568,Other parties,5,Other parties,4.0
074 Oakville,REVERA CHURCHILL PLACE,REVERA CHURCHILL PLACE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,0,Other parties,1.0
074 Oakville,ROEDEAN CO-OPERATIVE HOMES,ROEDEAN CO-OPERATIVE HOMES; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,7,Other parties,4.0
074 Oakville,ROYAL CANADIAN LEGION BRANCH 486,ROYAL CANADIAN LEGION BRANCH 486; Oakville; Ontario; Canada,-79.709398,43.467264,Other parties,35,Other parties,5.0
074 Oakville,SHERIDAN PUBLIC SCHOOL,SHERIDAN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.68993425311018,43.48170055,Other parties,42,Other parties,4.0
074 Oakville,SIR JOHN COLBORNE REC. CENTRE FOR SNR.,SIR JOHN COLBORNE REC. CENTRE FOR SNR.; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,54,Other parties,4.0
074 Oakville,SIR RICHARD TOWERS,SIR RICHARD TOWERS; Oakville; Ontario; Canada,-79.696777,43.405214,Other parties,12,Other parties,3.0
074 Oakville,SOVEREIGN I,SOVEREIGN I; Oakville; Ontario; Canada,-79.708004,43.400241,Other parties,9,Other parties,3.0
074 Oakville,SOVEREIGN II,SOVEREIGN II; Oakville; Ontario; Canada,-79.708004,43.400241,Other parties,7,Other parties,3.0
074 Oakville,ST. BERNADETTE C.E.S.,ST. BERNADETTE C.E.S.; Oakville; Ontario; Canada,-79.737916,43.429593,Other parties,27,Other parties,5.0
074 Oakville,ST. CUTHBERT'S ANGLICAN CHURCH,ST. CUTHBERT'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.6494862,43.4727825,Other parties,25,Other parties,5.0
074 Oakville,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL,ST. DOMINIC CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.71949684972499,43.400545300000005,Other parties,69,Other parties,5.0
074 Oakville,ST. DOMINIC PARISH,ST. DOMINIC PARISH; Oakville; Ontario; Canada,-79.718803,43.399677,Other parties,71,Other parties,3.0
074 Oakville,ST. JUDE'S ANGLICAN CHURCH,ST. JUDE'S ANGLICAN CHURCH; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,27,Other parties,4.0
074 Oakville,ST. MARGUERITE D'YOUVILLE SCHOOL,ST. MARGUERITE D'YOUVILLE SCHOOL; Oakville; Ontario; Canada,-79.678184,43.434807,Other parties,24,Other parties,4.0
074 Oakville,ST. MATTHEW C.E.S.,ST. MATTHEW C.E.S.; Oakville; Ontario; Canada,-79.716585,43.440019,Other parties,29,Other parties,5.0
074 Oakville,ST. NICHOLAS C.E.S.,ST. NICHOLAS C.E.S.; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,24,Other parties,4.0
074 Oakville,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL,ST. VINCENT CATHOLIC ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.65615704326345,43.465538,Other parties,31,Other parties,5.0
074 Oakville,SUNNINGDALE PUBLIC SCHOOL,SUNNINGDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.71220403770484,43.45867605,Other parties,65,Other parties,5.0
074 Oakville,SUNRISE SENIOR LIVING OAKVILLE,SUNRISE SENIOR LIVING OAKVILLE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,0,Other parties,1.0
074 Oakville,T.A. BLAKELOCK HIGH SCHOOL,T.A. BLAKELOCK HIGH SCHOOL; Oakville; Ontario; Canada,-79.693725,43.419397,Other parties,27,Other parties,5.0
074 Oakville,THE KENSINGTON RETIREMENT RESIDENCE,THE KENSINGTON RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,1,Other parties,4.0
074 Oakville,THE LIGHTHOUSE CONDOS,THE LIGHTHOUSE CONDOS; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,11,Other parties,4.0
074 Oakville,THE OAKS HALTON C.C #61,THE OAKS HALTON C.C #61; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,8,Other parties,5.0
074 Oakville,THE SHORES CONDOS HSCC 612,THE SHORES CONDOS HSCC 612; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,9,Other parties,4.0
074 Oakville,TRAFALGAR LODGE RETIREMENT RESIDENCE,TRAFALGAR LODGE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,3,Other parties,3.0
074 Oakville,VISTAMERE RETIREMENT RESIDENCE,VISTAMERE RETIREMENT RESIDENCE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,0,Other parties,1.0
074 Oakville,W.H. MORDEN PUBLIC SCHOOL,W.H. MORDEN PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.6865214570808,43.4338352,Other parties,40,Other parties,3.0
074 Oakville,WALTON MEMORIAL UNITED CHURCH,WALTON MEMORIAL UNITED CHURCH; Oakville; Ontario; Canada,-79.71326662050407,43.39344765,Other parties,62,Other parties,4.0
074 Oakville,WHITE OAKS SECONDARY SCHOOL,WHITE OAKS SECONDARY SCHOOL; Oakville; Ontario; Canada,-79.70220537159366,43.461924100000005,Other parties,53,Other parties,4.0
074 Oakville,WYNDHAM MANOR,WYNDHAM MANOR; Oakville; Ontario; Canada,-79.67170019236333,43.4526489,Other parties,4,Other parties,3.0
074 Oakville,Ã.Ã.C. SAINTE-MARIE,Ã.Ã.C. SAINTE-MARIE; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,53,Other parties,4.0
074 Oakville,ÃCOLE PINE GROVE PUBLIC SCHOOL,ÃCOLE PINE GROVE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,Other parties,40,Other parties,3.0
074 Oakville,1320 Cornwall Road,1320 Cornwall Road; Oakville; Ontario; Canada,-79.66387767982414,43.47356634415392,PCP,1584,PCP,2.0
074 Oakville,ABBEY LANE ELEMENTARY SCHOOL,ABBEY LANE ELEMENTARY SCHOOL; Oakville; Ontario; Canada,-79.666672,43.447436,PCP,384,PCP,1.0
074 Oakville,AMICA BRONTE HARBOUR,AMICA BRONTE HARBOUR; Oakville; Ontario; Canada,-79.703214,43.395417,PCP,39,PCP,1.0
074 Oakville,BIRCH GLEN CO-OP,BIRCH GLEN CO-OP; Oakville; Ontario; Canada,-79.666672,43.447436,PCP,14,PCP,3.0
074 Oakville,BRONTE HARBOUR CLUB,BRONTE HARBOUR CLUB; Oakville; Ontario; Canada,-79.71416021502537,43.39340145,PCP,75,PCP,1.0
074 Oakville,BROOKDALE PUBLIC SCHOOL,BROOKDALE PUBLIC SCHOOL; Oakville; Ontario; Canada,-79.70366861460869,43.42462205,PCP,236,PCP,1.0
074 Oakville,CENTRAL WEST SPECIALIZED DEV. SERVICES,CENTRAL WEST SPECIALIZED DEV. SERVICES; Oakville; Ontario; Canada,-79.67795,43.442657,PCP,362,PCP,1.0
074 Oakville,DELMANOR GLEN ABBEY,DELMANOR GLEN ABBEY; Oakville; Ontario; Canada,-79.729894,43.43456,PCP,18,PCP,2.0
